seq_id,start,end,strand,type,gbkey,gene_biotype,locus_tag,product,name,old_locus_tag,Function
NC_006351.1,2160148,2160489,+,CDS,CDS,NA,BPS_RS27395,hypothetical protein,BPS_RS27395,NA,NA
NC_006351.1,2160486,2161886,+,CDS,CDS,NA,BPS_RS27400,hypothetical protein,BPS_RS27400,BPSS1588,Cell_envelope
NC_006351.1,2162816,2163157,-,CDS,CDS,NA,BPS_RS27405,hypothetical protein,BPS_RS27405,NA,NA
NC_006351.1,2163237,2164037,+,CDS,CDS,NA,BPS_RS27410,hypothetical protein,BPS_RS27410,BPSS1589,Conserved_hypothetical_proteins
NC_006351.1,2164031,2164522,+,CDS,CDS,NA,BPS_RS33015,hypothetical protein,BPS_RS33015,NA,NA
NC_006351.1,2164673,2165557,+,CDS,CDS,NA,BPS_RS27420,hypothetical protein,BPS_RS27420,BPSS1591,Cell_envelope
NC_006351.1,2182607,2183230,-,CDS,CDS,NA,BPS_RS27495,hypothetical protein,BPS_RS27495,BPSS1606,Hypothetical_proteins
NC_006351.1,2185370,2186017,+,CDS,CDS,NA,BPS_RS27510,hypothetical protein,BPS_RS27510,BPSS1609,Conserved_hypothetical_proteins
NC_006351.1,2188778,2188960,-,CDS,CDS,NA,BPS_RS27525,hypothetical protein,BPS_RS27525,BPSS1612,Hypothetical_proteins
NC_006351.1,2189128,2189379,-,CDS,CDS,NA,BPS_RS27530,hypothetical protein,BPS_RS27530,BPSS1613,Laterally_acquired_elements
NC_006351.1,2203802,2204179,-,CDS,CDS,NA,BPS_RS27615,hypothetical protein,BPS_RS27615,NA,NA
NC_006351.1,2204186,2205952,+,CDS,CDS,NA,BPS_RS27620,hypothetical protein,BPS_RS27620,BPSS1630,Hypothetical_proteins
NC_006351.1,2251987,2252235,-,CDS,CDS,NA,BPS_RS27650,hypothetical protein,BPS_RS27650,NA,NA
NC_006351.1,2259365,2259526,+,CDS,CDS,NA,BPS_RS31990,hypothetical protein,BPS_RS31990,NA,NA
NC_006351.1,2262045,2262443,+,CDS,CDS,NA,BPS_RS27695,hypothetical protein,BPS_RS27695,BPSS1645,Conserved_hypothetical_proteins
NC_006351.1,2266552,2266800,+,CDS,CDS,NA,BPS_RS27715,hypothetical protein,BPS_RS27715,NA,NA
NC_006351.1,2269250,2269741,+,CDS,CDS,NA,BPS_RS27725,hypothetical protein,BPS_RS27725,BPSS1650,Cell_envelope
NC_006351.1,2272044,2272613,-,CDS,CDS,NA,BPS_RS27740,hypothetical protein,BPS_RS27740,BPSS1653,Cell_envelope
NC_006351.1,2275313,2275453,+,CDS,CDS,NA,BPS_RS27750,hypothetical protein,BPS_RS27750,BPSS1655,Hypothetical_proteins
NC_006351.1,2276778,2277176,+,CDS,CDS,NA,BPS_RS27760,hypothetical protein,BPS_RS27760,NA,NA
NC_006351.1,2277345,2277509,-,CDS,CDS,NA,BPS_RS33020,hypothetical protein,BPS_RS33020,NA,NA
NC_006351.1,2280206,2280697,+,CDS,CDS,NA,BPS_RS27775,hypothetical protein,BPS_RS27775,BPSS1658,Hypothetical_proteins
NC_006351.1,2280838,2281125,+,CDS,CDS,NA,BPS_RS33025,hypothetical protein,BPS_RS33025,BPSS1659,Hypothetical_proteins
NC_006351.1,2281684,2281971,+,CDS,CDS,NA,BPS_RS27790,hypothetical protein,BPS_RS27790,BPSS1661,Cell_envelope
NC_006351.1,2301482,2301736,+,CDS,CDS,NA,BPS_RS33040,hypothetical protein,BPS_RS33040,NA,NA
NC_006351.1,2304159,2304392,+,CDS,CDS,NA,BPS_RS27875,hypothetical protein,BPS_RS27875,BPSS1677,Conserved_hypothetical_proteins
NC_006351.1,2307985,2308560,+,CDS,CDS,NA,BPS_RS27890,hypothetical protein,BPS_RS27890,NA,NA
NC_006351.1,2312305,2312586,-,CDS,CDS,NA,BPS_RS33045,hypothetical protein,BPS_RS33045,NA,NA
NC_006351.1,2312587,2312730,-,CDS,CDS,NA,BPS_RS31995,hypothetical protein,BPS_RS31995,NA,NA
NC_006351.1,2318209,2320371,-,CDS,CDS,NA,BPS_RS27935,hypothetical protein,BPS_RS27935,BPSS1686,Cell_envelope
NC_006351.1,2320502,2320849,-,CDS,CDS,NA,BPS_RS27940,hypothetical protein,BPS_RS27940,NA,NA
NC_006351.1,2336094,2338775,-,CDS,CDS,NA,BPS_RS28020,hypothetical protein,NA,NA,NA
NC_006351.1,2340030,2340191,+,CDS,CDS,NA,BPS_RS28030,hypothetical protein,BPS_RS28030,NA,NA
NC_006351.1,2345455,2346402,-,CDS,CDS,NA,BPS_RS28065,hypothetical protein,BPS_RS28065,BPSS1709,Hypothetical_proteins
NC_006351.1,2363001,2363510,+,CDS,CDS,NA,BPS_RS28140,hypothetical protein,BPS_RS28140,BPSS1724,Cell_envelope
NC_006351.1,2372962,2373588,+,CDS,CDS,NA,BPS_RS33050,hypothetical protein,BPS_RS33050,NA,NA
NC_006351.1,2376786,2377100,-,CDS,CDS,NA,BPS_RS28180,hypothetical protein,BPS_RS28180,NA,NA
NC_006351.1,2379008,2379640,-,CDS,CDS,NA,BPS_RS28190,hypothetical protein,BPS_RS28190,BPSS1732,Cell_envelope
NC_006351.1,2380339,2380635,+,CDS,CDS,NA,BPS_RS28195,hypothetical protein,BPS_RS28195,NA,NA
NC_006351.1,2399807,2399950,+,CDS,CDS,NA,BPS_RS28280,hypothetical protein,BPS_RS28280,NA,NA
NC_006351.1,2408985,2409323,+,CDS,CDS,NA,BPS_RS28320,hypothetical protein,BPS_RS28320,NA,NA
NC_006351.1,2430490,2430759,+,CDS,CDS,NA,BPS_RS33055,hypothetical protein,BPS_RS33055,NA,NA
NC_006351.1,2430911,2431195,+,CDS,CDS,NA,BPS_RS28415,hypothetical protein,BPS_RS28415,BPSS1772,Cell_envelope
NC_006351.1,2432772,2433035,-,CDS,CDS,NA,BPS_RS28425,hypothetical protein,BPS_RS28425,NA,NA
NC_006351.1,2435172,2435351,-,CDS,CDS,NA,BPS_RS28435,hypothetical protein,BPS_RS28435,BPSS1774A,Hypothetical_proteins
NC_006351.1,2438111,2438509,+,CDS,CDS,NA,BPS_RS28455,hypothetical protein,BPS_RS28455,BPSS1778,Cell_envelope
NC_006351.1,2439589,2440401,+,CDS,CDS,NA,BPS_RS28465,hypothetical protein,BPS_RS28465,BPSS1780,Cell_envelope
NC_006351.1,2440533,2440784,-,CDS,CDS,NA,BPS_RS28470,hypothetical protein,BPS_RS28470,NA,NA
NC_006351.1,2453119,2453898,+,CDS,CDS,NA,BPS_RS28540,hypothetical protein,BPS_RS28540,BPSS1794,Hypothetical_proteins
NC_006351.1,2463518,2463844,+,CDS,CDS,NA,BPS_RS28590,hypothetical protein,BPS_RS28590,NA,NA
NC_006351.1,2480853,2481074,+,CDS,CDS,NA,BPS_RS28690,hypothetical protein,BPS_RS28690,NA,NA
NC_006351.1,2485161,2486636,-,CDS,CDS,NA,BPS_RS28715,hypothetical protein,BPS_RS28715,BPSS1827,Cell_envelope
NC_006351.1,2506295,2506522,+,CDS,CDS,NA,BPS_RS28805,hypothetical protein,BPS_RS28805,NA,NA
NC_006351.1,2509067,2509306,-,CDS,CDS,NA,BPS_RS28815,hypothetical protein,BPS_RS28815,NA,NA
NC_006351.1,2511820,2512248,-,CDS,CDS,NA,BPS_RS28835,hypothetical protein,BPS_RS28835,BPSS1849,Hypothetical_proteins
NC_006351.1,2526370,2526819,+,CDS,CDS,NA,BPS_RS28900,hypothetical protein,BPS_RS28900,NA,NA
NC_006351.1,2532848,2533249,+,CDS,CDS,NA,BPS_RS28925,hypothetical protein,BPS_RS28925,NA,NA
NC_006351.1,2534537,2534857,+,CDS,CDS,NA,BPS_RS28935,hypothetical protein,BPS_RS28935,NA,NA
NC_006351.1,2535679,2536092,-,CDS,CDS,NA,BPS_RS28945,hypothetical protein,BPS_RS28945,BPSS1866A,Cell_envelope
NC_006351.1,2550915,2551151,-,CDS,CDS,NA,BPS_RS29005,hypothetical protein,BPS_RS29005,NA,NA
NC_006351.1,2551283,2551432,+,CDS,CDS,NA,BPS_RS32005,hypothetical protein,BPS_RS32005,NA,NA
NC_006351.1,2558758,2558883,-,CDS,CDS,NA,BPS_RS29040,hypothetical protein,BPS_RS29040,NA,NA
NC_006351.1,2585124,2585261,+,CDS,CDS,NA,BPS_RS32010,hypothetical protein,BPS_RS32010,NA,NA
NC_006351.1,2593025,2593267,+,CDS,CDS,NA,BPS_RS29210,hypothetical protein,BPS_RS29210,NA,NA
NC_006351.1,2594808,2595047,+,CDS,CDS,NA,BPS_RS33060,hypothetical protein,BPS_RS33060,NA,NA
NC_006351.1,2602227,2602514,-,CDS,CDS,NA,BPS_RS29255,hypothetical protein,BPS_RS29255,BPSS1921,Hypothetical_proteins
NC_006351.1,2604222,2604503,+,CDS,CDS,NA,BPS_RS29265,hypothetical protein,BPS_RS29265,BPSS1923,Hypothetical_proteins
NC_006351.1,2607304,2607600,-,CDS,CDS,NA,BPS_RS29280,hypothetical protein,BPS_RS29280,NA,NA
NC_006351.1,2610528,2610938,-,CDS,CDS,NA,BPS_RS29295,hypothetical protein,BPS_RS29295,NA,NA
NC_006351.1,2629931,2630440,+,CDS,CDS,NA,BPS_RS29370,hypothetical protein,BPS_RS29370,BPSS1942,Cell_envelope
NC_006351.1,2630498,2631001,-,CDS,CDS,NA,BPS_RS29375,hypothetical protein,BPS_RS29375,BPSS1943,Hypothetical_proteins
NC_006351.1,2639684,2639941,+,CDS,CDS,NA,BPS_RS33065,hypothetical protein,BPS_RS33065,NA,NA
NC_006351.1,2647333,2647895,+,CDS,CDS,NA,BPS_RS33075,hypothetical protein,NA,NA,NA
NC_006351.1,2649903,2650301,-,CDS,CDS,NA,BPS_RS29475,hypothetical protein,BPS_RS29475,NA,NA
NC_006351.1,2650594,2650773,+,CDS,CDS,NA,BPS_RS29480,hypothetical protein,BPS_RS29480,BPSS1961,Hypothetical_proteins
NC_006351.1,2650757,2651032,+,CDS,CDS,NA,BPS_RS33080,hypothetical protein,BPS_RS33080,NA,NA
NC_006351.1,2653235,2653513,-,CDS,CDS,NA,BPS_RS29500,hypothetical protein,BPS_RS29500,NA,NA
NC_006351.1,2661554,2662057,-,CDS,CDS,NA,BPS_RS29540,hypothetical protein,BPS_RS29540,NA,NA
NC_006351.1,2678913,2679263,+,CDS,CDS,NA,BPS_RS29590,hypothetical protein,BPS_RS29590,BPSS1980,Cell_envelope
NC_006351.1,2683006,2685912,+,CDS,CDS,NA,BPS_RS29610,hypothetical protein,BPS_RS29610,BPSS1984,Hypothetical_proteins
NC_006351.1,2685909,2686691,+,CDS,CDS,NA,BPS_RS29615,hypothetical protein,BPS_RS29615,BPSS1985,Hypothetical_proteins
NC_006351.1,2686688,2687490,+,CDS,CDS,NA,BPS_RS29620,hypothetical protein,NA,NA,NA
NC_006351.1,2689140,2690126,+,CDS,CDS,NA,BPS_RS29630,hypothetical protein,BPS_RS29630,BPSS1988,Hypothetical_proteins
NC_006351.1,2697315,2697539,+,CDS,CDS,NA,BPS_RS33085,hypothetical protein,BPS_RS33085,NA,NA
NC_006351.1,2697804,2698037,-,CDS,CDS,NA,BPS_RS29665,hypothetical protein,BPS_RS29665,NA,NA
NC_006351.1,2698457,2698654,+,CDS,CDS,NA,BPS_RS33090,hypothetical protein,BPS_RS33090,NA,NA
NC_006351.1,2702376,2702843,+,CDS,CDS,NA,BPS_RS29695,hypothetical protein,BPS_RS29695,NA,NA
NC_006351.1,2705881,2706084,+,CDS,CDS,NA,BPS_RS29705,hypothetical protein,BPS_RS29705,NA,NA
NC_006351.1,2707908,2708345,-,CDS,CDS,NA,BPS_RS29720,hypothetical protein,BPS_RS29720,NA,NA
NC_006351.1,2708347,2708583,-,CDS,CDS,NA,BPS_RS29725,hypothetical protein,BPS_RS29725,BPSS2001,Hypothetical_proteins
NC_006351.1,2711640,2711780,-,CDS,CDS,NA,BPS_RS32020,hypothetical protein,BPS_RS32020,BPSS2006,Hypothetical_proteins
NC_006351.1,2711792,2712958,-,CDS,CDS,NA,BPS_RS29745,hypothetical protein,BPS_RS29745,BPSS2007,Conserved_hypothetical_proteins
NC_006351.1,2715995,2717116,-,CDS,CDS,NA,BPS_RS29760,hypothetical protein,BPS_RS29760,BPSS2010,Hypothetical_proteins
NC_006351.1,2717209,2719323,-,CDS,CDS,NA,BPS_RS29765,hypothetical protein,BPS_RS29765,BPSS2011,Cell_envelope
NC_006351.1,2719653,2720468,-,CDS,CDS,NA,BPS_RS29770,hypothetical protein,BPS_RS29770,BPSS2012,Cell_envelope
NC_006351.1,2721751,2722743,-,CDS,CDS,NA,BPS_RS29780,hypothetical protein,BPS_RS29780,BPSS2014,Hypothetical_proteins
NC_006351.1,2727632,2727862,-,CDS,CDS,NA,BPS_RS29800,hypothetical protein,BPS_RS29800,NA,NA
NC_006351.1,2734100,2734363,+,CDS,CDS,NA,BPS_RS29835,hypothetical protein,BPS_RS29835,BPSS2023,Hypothetical_proteins
NC_006351.1,2737472,2737663,+,CDS,CDS,NA,BPS_RS29850,hypothetical protein,BPS_RS29850,NA,NA
NC_006351.1,2740058,2740474,-,CDS,CDS,NA,BPS_RS29860,hypothetical protein,BPS_RS29860,BPSS2027,Cell_envelope
NC_006351.1,2761215,2761562,+,CDS,CDS,NA,BPS_RS29950,hypothetical protein,BPS_RS29950,NA,NA
NC_006351.1,2766421,2766645,-,CDS,CDS,NA,BPS_RS29980,hypothetical protein,NA,NA,NA
NC_006351.1,2766658,2766795,-,CDS,CDS,NA,BPS_RS32025,hypothetical protein,BPS_RS32025,NA,NA
NC_006351.1,2769903,2770421,-,CDS,CDS,NA,BPS_RS29995,hypothetical protein,BPS_RS29995,NA,NA
NC_006351.1,2770430,2770759,-,CDS,CDS,NA,BPS_RS30000,hypothetical protein,BPS_RS30000,NA,NA
NC_006351.1,2780229,2780426,-,CDS,CDS,NA,BPS_RS30010,hypothetical protein,BPS_RS30010,NA,NA
NC_006351.1,2785928,2787196,-,CDS,CDS,NA,BPS_RS30025,hypothetical protein,BPS_RS30025,BPSS2055,Conserved_hypothetical_proteins
NC_006351.1,2791880,2792146,-,CDS,CDS,NA,BPS_RS30040,hypothetical protein,BPS_RS30040,NA,NA
NC_006351.1,2814054,2816087,-,CDS,CDS,NA,BPS_RS30165,hypothetical protein,BPS_RS30165,BPSS2080,Hypothetical_proteins
NC_006351.1,2822906,2824813,-,CDS,CDS,NA,BPS_RS33100,hypothetical protein,BPS_RS33100,BPSS2086,Hypothetical_proteins
NC_006351.1,2826666,2826887,+,CDS,CDS,NA,BPS_RS33105,hypothetical protein,NA,NA,NA
NC_006351.1,2827811,2828551,+,CDS,CDS,NA,BPS_RS30210,hypothetical protein,BPS_RS30210,BPSS2089,Cell_envelope
NC_006351.1,2830501,2831169,-,CDS,CDS,NA,BPS_RS30230,hypothetical protein,BPS_RS30230,BPSS2092,Hypothetical_proteins
NC_006351.1,2846430,2846657,+,CDS,CDS,NA,BPS_RS30285,hypothetical protein,BPS_RS30285,NA,NA
NC_006351.1,2858960,2859145,+,CDS,CDS,NA,BPS_RS30330,hypothetical protein,BPS_RS30330,NA,NA
NC_006351.1,2861331,2861507,+,CDS,CDS,NA,BPS_RS32030,hypothetical protein,BPS_RS32030,BPSS2113,Hypothetical_proteins
NC_006351.1,2866651,2866956,-,CDS,CDS,NA,BPS_RS30375,hypothetical protein,BPS_RS30375,BPSS2117A,Regulators_families
NC_006351.1,2871821,2872219,-,CDS,CDS,NA,BPS_RS30400,hypothetical protein,BPS_RS30400,BPSS2122,Hypothetical_proteins
NC_006351.1,2877890,2878054,+,CDS,CDS,NA,BPS_RS30425,hypothetical protein,BPS_RS30425,NA,NA
NC_006351.1,2880980,2881531,+,CDS,CDS,NA,BPS_RS30440,hypothetical protein,BPS_RS30440,BPSS2129,Hypothetical_proteins
NC_006351.1,2884962,2885855,+,CDS,CDS,NA,BPS_RS30450,hypothetical protein,BPS_RS30450,NA,NA
NC_006351.1,2886355,2886654,-,CDS,CDS,NA,BPS_RS33110,hypothetical protein,BPS_RS33110,NA,NA
NC_006351.1,2887131,2887607,+,CDS,CDS,NA,BPS_RS30470,hypothetical protein,BPS_RS30470,NA,NA
NC_006351.1,2890942,2891160,+,CDS,CDS,NA,BPS_RS33115,hypothetical protein,BPS_RS33115,NA,NA
NC_006351.1,2891130,2891402,+,CDS,CDS,NA,BPS_RS30495,hypothetical protein,BPS_RS30495,BPSS2134,Hypothetical_proteins
NC_006351.1,2900855,2901100,-,CDS,CDS,NA,BPS_RS30545,hypothetical protein,BPS_RS30545,NA,NA
NC_006351.1,2903449,2903652,+,CDS,CDS,NA,BPS_RS30555,hypothetical protein,BPS_RS30555,BPSS2144,Hypothetical_proteins
NC_006351.1,2929017,2930585,+,CDS,CDS,NA,BPS_RS30665,hypothetical protein,BPS_RS30665,BPSS2166,Hypothetical_proteins
NC_006351.1,2935332,2935529,-,CDS,CDS,NA,BPS_RS33120,hypothetical protein,BPS_RS33120,NA,NA
NC_006351.1,2952234,2952767,-,CDS,CDS,NA,BPS_RS30770,hypothetical protein,BPS_RS30770,NA,NA
NC_006351.1,2952980,2953162,+,CDS,CDS,NA,BPS_RS33125,hypothetical protein,BPS_RS33125,NA,NA
NC_006351.1,2954506,2955888,+,CDS,CDS,NA,BPS_RS30795,hypothetical protein,BPS_RS30795,BPSS2188,Conserved_hypothetical_proteins
NC_006351.1,2977466,2979592,-,CDS,CDS,NA,BPS_RS30895,hypothetical protein,BPS_RS30895,BPSS2208,Hypothetical_proteins
NC_006351.1,2979570,2980019,-,CDS,CDS,NA,BPS_RS30900,hypothetical protein,BPS_RS30900,NA,NA
NC_006351.1,2980226,2980519,+,CDS,CDS,NA,BPS_RS30905,hypothetical protein,BPS_RS30905,NA,NA
NC_006351.1,2998916,2999227,-,CDS,CDS,NA,BPS_RS30990,hypothetical protein,BPS_RS30990,BPSS2225,Hypothetical_proteins
NC_006351.1,2999578,2999847,-,CDS,CDS,NA,BPS_RS30995,hypothetical protein,BPS_RS30995,NA,NA
NC_006351.1,3001052,3001351,-,CDS,CDS,NA,BPS_RS31000,hypothetical protein,BPS_RS31000,BPSS2226,Hypothetical_proteins
NC_006351.1,3001644,3001892,+,CDS,CDS,NA,BPS_RS31005,hypothetical protein,BPS_RS31005,BPSS2227,Hypothetical_proteins
NC_006351.1,3002627,3003271,-,CDS,CDS,NA,BPS_RS31015,hypothetical protein,BPS_RS31015,BPSS2228,Hypothetical_proteins
NC_006351.1,3005722,3006078,+,CDS,CDS,NA,BPS_RS31035,hypothetical protein,BPS_RS31035,BPSS2232,Cell_envelope
NC_006351.1,3010008,3010616,-,CDS,CDS,NA,BPS_RS31055,hypothetical protein,BPS_RS31055,BPSS2236,Hypothetical_proteins
NC_006351.1,3012252,3012434,-,CDS,CDS,NA,BPS_RS33130,hypothetical protein,BPS_RS33130,NA,NA
NC_006351.1,3012448,3013014,-,CDS,CDS,NA,BPS_RS31075,hypothetical protein,BPS_RS31075,BPSS2239,Cell_envelope
NC_006351.1,3033392,3033922,-,CDS,CDS,NA,BPS_RS31170,hypothetical protein,BPS_RS31170,BPSS2258,Hypothetical_proteins
NC_006351.1,3041112,3041357,-,CDS,CDS,NA,BPS_RS31195,hypothetical protein,BPS_RS31195,BPSS2263,Hypothetical_proteins
NC_006351.1,3045135,3045347,-,CDS,CDS,NA,BPS_RS31215,hypothetical protein,BPS_RS31215,NA,NA
NC_006351.1,3047646,3047906,-,CDS,CDS,NA,BPS_RS33140,hypothetical protein,BPS_RS33140,NA,NA
NC_006351.1,3055789,3056145,-,CDS,CDS,NA,BPS_RS31260,hypothetical protein,BPS_RS31260,NA,NA
NC_006351.1,3056260,3056421,-,CDS,CDS,NA,BPS_RS31265,hypothetical protein,BPS_RS31265,NA,NA
NC_006351.1,3059829,3060260,+,CDS,CDS,NA,BPS_RS31285,hypothetical protein,BPS_RS31285,BPSS2277,Hypothetical_proteins
NC_006351.1,3103422,3103679,+,CDS,CDS,NA,BPS_RS31435,hypothetical protein,BPS_RS31435,NA,NA
NC_006351.1,3106261,3106497,-,CDS,CDS,NA,BPS_RS31445,hypothetical protein,BPS_RS31445,NA,NA
NC_006351.1,3110107,3110430,+,CDS,CDS,NA,BPS_RS33145,hypothetical protein,BPS_RS33145,BPSS2308,Cell_envelope
NC_006351.1,3114841,3115206,+,CDS,CDS,NA,BPS_RS31490,hypothetical protein,BPS_RS31490,NA,NA
NC_006351.1,3118589,3118876,+,CDS,CDS,NA,BPS_RS33150,hypothetical protein,BPS_RS33150,NA,NA
NC_006351.1,3124887,3126185,-,CDS,CDS,NA,BPS_RS31540,hypothetical protein,BPS_RS31540,BPSS2322,Cell_envelope
NC_006351.1,3153094,3153381,-,CDS,CDS,NA,BPS_RS33155,hypothetical protein,BPS_RS33155,NA,NA
NC_006351.1,3156065,3156376,-,CDS,CDS,NA,BPS_RS31635,hypothetical protein,BPS_RS31635,NA,NA
NC_006351.1,3166192,3166401,-,CDS,CDS,NA,BPS_RS32175,hypothetical protein,BPS_RS32175,NA,NA
NC_006350.1,3572554,3573105,+,CDS,CDS,NA,BPS_RS16085,hypoxanthine-guanine phosphoribosyltransferase,BPS_RS16085,BPSL2996,Central/Intermediary_metabolism
NC_006350.1,422575,423528,-,CDS,CDS,NA,BPS_RS02045,IclR family transcriptional regulator,BPS_RS02045,BPSL0389,Regulators_families
NC_006350.1,1470736,1471563,-,CDS,CDS,NA,BPS_RS06685,IclR family transcriptional regulator,BPS_RS06685,BPSL1269,Regulators_families
NC_006350.1,2761553,2762365,+,CDS,CDS,NA,BPS_RS12265,IclR family transcriptional regulator,BPS_RS12265,BPSL2295,Regulators_families
NC_006350.1,3288720,3289511,-,CDS,CDS,NA,BPS_RS14755,IclR family transcriptional regulator,BPS_RS14755,BPSL2746,Regulators_families
NC_006350.1,3544753,3545670,-,CDS,CDS,NA,BPS_RS15945,IclR family transcriptional regulator,BPS_RS15945,BPSL2972,Regulators_families
NC_006351.1,364563,365348,-,CDS,CDS,NA,BPS_RS20095,IclR family transcriptional regulator,BPS_RS20095,BPSS0274,Regulators_families
NC_006351.1,380274,381041,-,CDS,CDS,NA,BPS_RS20165,IclR family transcriptional regulator,BPS_RS20165,BPSS0284,Regulators_families
NC_006351.1,1050707,1051531,-,CDS,CDS,NA,BPS_RS22965,IclR family transcriptional regulator,BPS_RS22965,BPSS0785,Regulators_families
NC_006351.1,1069699,1070439,-,CDS,CDS,NA,BPS_RS23035,IclR family transcriptional regulator,BPS_RS23035,BPSS0797,Regulators_families
NC_006351.1,1183715,1184665,+,CDS,CDS,NA,BPS_RS23570,IclR family transcriptional regulator,BPS_RS23570,BPSS0892,Regulators_families
NC_006351.1,1190495,1191349,+,CDS,CDS,NA,BPS_RS23610,IclR family transcriptional regulator,BPS_RS23610,BPSS0900,Regulators_families
NC_006351.1,2878261,2879085,+,CDS,CDS,NA,BPS_RS30430,IclR family transcriptional regulator,BPS_RS30430,BPSS2127,Regulators_families
NC_006351.1,2919996,2920745,-,CDS,CDS,NA,BPS_RS30625,IclR family transcriptional regulator,BPS_RS30625,BPSS2158,Regulators_families
NC_006350.1,1925148,1934837,+,CDS,CDS,NA,BPS_RS08795,Ig-like domain repeat protein,BPS_RS08795,BPSL1661,Cell_envelope
NC_006351.1,2065386,2066609,+,CDS,CDS,NA,BPS_RS26965,Ig-like domain-containing protein,BPS_RS26965,BPSS1512,Cell_envelope
NC_006350.1,3734883,3735656,-,CDS,CDS,NA,BPS_RS16870,imidazole glycerol phosphate synthase subunit HisF,hisF,BPSL3133,Amino_acid_biosynthesis
NC_006350.1,3736662,3737303,-,CDS,CDS,NA,BPS_RS16880,imidazole glycerol phosphate synthase subunit HisH,hisH,BPSL3135,Amino_acid_biosynthesis
NC_006350.1,3737976,3738563,-,CDS,CDS,NA,BPS_RS16890,imidazoleglycerol-phosphate dehydratase HisB,hisB,BPSL3137,Amino_acid_biosynthesis
NC_006350.1,2828171,2829394,-,CDS,CDS,NA,BPS_RS12510,imidazolonepropionase,hutI,BPSL2340,Small_molecules_degradation
NC_006350.1,3719241,3720311,+,CDS,CDS,NA,BPS_RS16775,ImmA/IrrE family metallo-endopeptidase,BPS_RS16775,BPSL3115,Other_regulators
NC_006350.1,1615048,1615761,-,CDS,CDS,NA,BPS_RS07345,immunity 52 family protein,BPS_RS07345,BPSL1385,Hypothetical_proteins
NC_006350.1,1618835,1619068,-,CDS,CDS,NA,BPS_RS07380,immunity 52 family protein,BPS_RS07380,BPSL1392,Hypothetical_proteins
NC_006350.1,2508020,2508742,+,CDS,CDS,NA,BPS_RS11135,immunity 52 family protein,BPS_RS11135,BPSL2088,Hypothetical_proteins
NC_006350.1,2557817,2559277,-,CDS,CDS,NA,BPS_RS11370,IMP dehydrogenase,guaB,BPSL2129,Central/Intermediary_metabolism
NC_006351.1,1742983,1743573,+,CDS,CDS,NA,BPS_RS25680,IMPACT family protein,BPS_RS25680,BPSS1276,Conserved_hypothetical_proteins
NC_006351.1,141950,142756,-,CDS,CDS,NA,BPS_RS19185,ImpE/SciE family protein,BPS_RS19185,BPSS0114,Transport_/_Binding_proteins
NC_006350.1,371477,372073,-,CDS,CDS,NA,BPS_RS01835,inclusion body family protein,BPS_RS01835,BPSL0348,Conserved_hypothetical_proteins
NC_006350.1,372396,372953,+,CDS,CDS,NA,BPS_RS01840,inclusion body family protein,BPS_RS01840,BPSL0349,Conserved_hypothetical_proteins
NC_006350.1,3643257,3644042,+,CDS,CDS,NA,BPS_RS16415,indole-3-glycerol phosphate synthase TrpC,trpC,BPSL3053,Amino_acid_biosynthesis
NC_006351.1,2879391,2880794,+,CDS,CDS,NA,BPS_RS30435,indoleacetamide hydrolase,iaaH,BPSS2128,Small_molecules_degradation
NC_006350.1,379534,383109,+,CDS,CDS,NA,BPS_RS01875,indolepyruvate ferredoxin oxidoreductase family protein,BPS_RS01875,BPSL0356,Conserved_hypothetical_proteins
NC_006350.1,3847621,3851202,+,CDS,CDS,NA,BPS_RS17465,indolepyruvate ferredoxin oxidoreductase family protein,BPS_RS17465,BPSL3241,Energy_metabolism_-_carbon
NC_006350.1,1224788,1225264,+,CDS,CDS,NA,BPS_RS05550,inhibitor of vertebrate lysozyme family protein,BPS_RS05550,BPSL1057,Protection_responses
NC_006350.1,1190916,1191443,+,CDS,CDS,NA,BPS_RS05380,inorganic diphosphatase,ppa,BPSL1021,Central/Intermediary_metabolism
NC_006350.1,1698513,1699523,+,CDS,CDS,NA,BPS_RS07780,inorganic phosphate transporter,BPS_RS07780,BPSL1464,Transport_/_Binding_proteins
NC_006351.1,2124793,2126379,+,CDS,CDS,NA,BPS_RS27265,inorganic phosphate transporter,BPS_RS27265,BPSS1566,Transport_/_Binding_proteins
NC_006350.1,2371090,2372109,-,CDS,CDS,NA,BPS_RS10575,inositol 2-dehydrogenase,iolG,BPSL1989,Putative_assignment
NC_006350.1,2712459,2713262,+,CDS,CDS,NA,BPS_RS12030,inositol monophosphatase,BPS_RS12030,BPSL2250,Central/Intermediary_metabolism
NC_006351.1,892577,894607,+,CDS,CDS,NA,BPS_RS22275,insecticidal delta-endotoxin Cry8Ea1 family protein,BPS_RS22275,BPSS0658,Cell_envelope
NC_006350.1,1447136,1448863,+,CDS,CDS,NA,BPS_RS06610,integral membrane protein/sensor kinase,BPS_RS06610,BPSL1253,Two_component_systems
NC_006351.1,2435651,2436181,+,CDS,CDS,NA,BPS_RS28445,integrase,BPS_RS28445,BPSS1776,MGE
NC_006351.1,519142,520371,+,CDS,CDS,NA,BPS_RS20740,integrase arm-type DNA-binding domain-containing protein,BPS_RS20740,BPSS0378,MGE
NC_006351.1,79598,79909,-,CDS,CDS,NA,BPS_RS18940,integrase core domain-containing protein,NA,NA,MGE
