name_Sanger,name,Accession.no,Source,Country,year,ST,cluster_poppunk_old,cluster_poppunk_updated,Collection,Continent
34873_7#179,ERR6560335,ERR6560335,human,Thailand,2018,163,23,23,Narisara,Asia
34873_7#18,ERR6560176,ERR6560176,human,Thailand,2018,831,9,9,Narisara,Asia
34873_7#180,ERR6560336,ERR6560336,human,Thailand,2018,183,4,4,Narisara,Asia
34873_7#181,ERR6560337,ERR6560337,human,Thailand,2018,498,12,12,Narisara,Asia
34873_7#182,ERR6560338,ERR6560338,human,Thailand,2018,163,23,23,Narisara,Asia
34873_7#183,ERR6560339,ERR6560339,human,Thailand,2018,54,6,6,Narisara,Asia
34873_7#184,ERR6560340,ERR6560340,human,Thailand,2018,34,4,4,Narisara,Asia
34873_7#185,ERR6560341,ERR6560341,human,Thailand,2018,393,73,73,Narisara,Asia
34873_7#186,ERR6560342,ERR6560342,human,Thailand,2018,32,1,1,Narisara,Asia
34873_7#187,ERR6560343,ERR6560343,human,Thailand,2018,15,12,12,Narisara,Asia
34873_7#188,ERR6560344,ERR6560344,human,Thailand,2018,493,113,113,Narisara,Asia
34873_7#189,ERR6560345,ERR6560345,human,Thailand,2018,1849,1,1,Narisara,Asia
34873_7#19,ERR6560177,ERR6560177,human,Thailand,2018,306,3,3,Narisara,Asia
34873_7#190,ERR6560346,ERR6560346,human,Thailand,2018,307,3,3,Narisara,Asia
34873_7#191,ERR6560347,ERR6560347,human,Thailand,2018,Novel,18,18,Narisara,Asia
34873_7#192,ERR6560348,ERR6560348,human,Thailand,2018,1797,16,16,Narisara,Asia
34873_7#2,ERR6560160,ERR6560160,human,Thailand,2018,306,3,3,Narisara,Asia
34873_7#20,ERR6560178,ERR6560178,human,Thailand,2018,831,9,9,Narisara,Asia
34873_7#21,ERR6560179,ERR6560179,human,Thailand,2018,70,1,1,Narisara,Asia
34873_7#22,ERR6560180,ERR6560180,human,Thailand,2018,93,53,53,Narisara,Asia
34873_7#23,ERR6560181,ERR6560181,human,Thailand,2018,93,2,2,Narisara,Asia
34873_7#24,ERR6560182,ERR6560182,human,Thailand,2018,309,16,16,Narisara,Asia
34873_7#25,ERR6560183,ERR6560183,human,Thailand,2018,93,53,53,Narisara,Asia
34873_7#26,ERR6560184,ERR6560184,human,Thailand,2018,70,1,1,Narisara,Asia
34873_7#27,ERR6560185,ERR6560185,human,Thailand,2017,1832,173,173,Narisara,Asia
34873_7#28,ERR6560186,ERR6560186,human,Thailand,2018,538,3,3,Narisara,Asia
34873_7#29,ERR6560187,ERR6560187,human,Thailand,2017,531,18,18,Narisara,Asia
34873_7#3,ERR6560161,ERR6560161,human,Thailand,2018,694,4,4,Narisara,Asia
34873_7#30,ERR6560188,ERR6560188,human,Thailand,2018,306,3,3,Narisara,Asia
34873_7#31,ERR6560189,ERR6560189,human,Thailand,2017,309,16,16,Narisara,Asia
34873_7#32,ERR6560190,ERR6560190,human,Thailand,2018,70,1,1,Narisara,Asia
34873_7#33,ERR6560191,ERR6560191,human,Thailand,2017,17,3,3,Narisara,Asia
34873_7#34,ERR6560192,ERR6560192,human,Thailand,2018,306,3,3,Narisara,Asia
34873_7#35,ERR6560193,ERR6560193,human,Thailand,2017,167,2,2_2,Narisara,Asia
34873_7#36,ERR6560194,ERR6560194,human,Thailand,2018,34,4,4,Narisara,Asia
34873_7#37,ERR6560195,ERR6560195,human,Thailand,2017,531,18,18,Narisara,Asia
34873_7#38,ERR6560196,ERR6560196,human,Thailand,2018,167,2,2_2,Narisara,Asia
34873_7#39,ERR6560197,ERR6560197,human,Thailand,2017,197,4,4,Narisara,Asia
34873_7#4,ERR6560162,ERR6560162,human,Thailand,2018,Novel,3,3,Narisara,Asia
34873_7#40,ERR6560198,ERR6560198,human,Thailand,2018,70,1,1,Narisara,Asia
34873_7#41,ERR6560199,ERR6560199,human,Thailand,2017,512,1,1,Narisara,Asia
34873_7#42,ERR6560200,ERR6560200,human,Thailand,2018,205,30,30,Narisara,Asia
34873_7#43,ERR6560201,ERR6560201,human,Thailand,2017,183,4,4,Narisara,Asia
34873_7#44,ERR6560202,ERR6560202,human,Thailand,2018,70,1,1,Narisara,Asia
34873_7#45,ERR6560203,ERR6560203,human,Thailand,2017,306,3,3,Narisara,Asia
34873_7#46,ERR6560204,ERR6560204,human,Thailand,2018,17,3,3,Narisara,Asia
34873_7#47,ERR6560205,ERR6560205,human,Thailand,2017,48,2,2,Narisara,Asia
34873_7#48,ERR6560206,ERR6560206,human,Thailand,2018,70*,1,1,Narisara,Asia
34873_7#49,ERR6560207,ERR6560207,human,Thailand,2017,531,18,18,Narisara,Asia
34873_7#5,ERR6560163,ERR6560163,human,Thailand,2018,Novel,12,12,Narisara,Asia
34873_7#50,ERR6560208,ERR6560208,human,Thailand,2018,1836,13,13,Narisara,Asia
34873_7#51,ERR6560209,ERR6560209,human,Thailand,2017,491,3,3,Narisara,Asia
34873_7#52,ERR6560210,ERR6560210,human,Thailand,2018,174,7,7,Narisara,Asia
34873_7#53,ERR6560211,ERR6560211,human,Thailand,2017,178,11,11,Narisara,Asia
34873_7#54,ERR6560212,ERR6560212,human,Thailand,2018,157,1,1,Narisara,Asia
34873_7#56,ERR6560213,ERR6560213,human,Thailand,2017,17,3,3,Narisara,Asia
34873_7#57,ERR6560214,ERR6560214,human,Thailand,2018,70,1,1,Narisara,Asia
34873_7#58,ERR6560215,ERR6560215,human,Thailand,2017,54,6,6,Narisara,Asia
34873_7#59,ERR6560216,ERR6560216,human,Thailand,2018,70,1,1,Narisara,Asia
34873_7#6,ERR6560164,ERR6560164,human,Thailand,2018,174,7,7,Narisara,Asia
34873_7#60,ERR6560217,ERR6560217,human,Thailand,2017,306,3,3,Narisara,Asia
34873_7#61,ERR6560218,ERR6560218,human,Thailand,2018,923,4,4,Narisara,Asia
34873_7#62,ERR6560219,ERR6560219,human,Thailand,2017,9,3,3,Narisara,Asia
34873_7#63,ERR6560220,ERR6560220,human,Thailand,2018,208,10,10,Narisara,Asia
34873_7#64,ERR6560221,ERR6560221,human,Thailand,2017,498,12,12,Narisara,Asia
34873_7#65,ERR6560222,ERR6560222,human,Thailand,2018,307,3,3,Narisara,Asia
34873_7#66,ERR6560223,ERR6560223,human,Thailand,2018,197,4,4,Narisara,Asia
34873_7#67,ERR6560224,ERR6560224,human,Thailand,2018,306,3,3,Narisara,Asia
34873_7#68,ERR6560225,ERR6560225,human,Thailand,2018,228,34,34,Narisara,Asia
34873_7#69,ERR6560226,ERR6560226,human,Thailand,2018,531,18,18,Narisara,Asia
34873_7#7,ERR6560165,ERR6560165,human,Thailand,2018,154,7,7,Narisara,Asia
34873_7#70,ERR6560227,ERR6560227,human,Thailand,2018,10,3,3,Narisara,Asia
34873_7#71,ERR6560228,ERR6560228,human,Thailand,2018,70,1,1,Narisara,Asia
34873_7#72,ERR6560229,ERR6560229,human,Thailand,2018,538,3,3,Narisara,Asia
34873_7#73,ERR6560230,ERR6560230,human,Thailand,2018,Novel,18,18,Narisara,Asia
34873_7#74,ERR6560231,ERR6560231,human,Thailand,2018,306,3,3,Narisara,Asia
34873_7#75,ERR6560232,ERR6560232,human,Thailand,2018,Novel,9,9,Narisara,Asia
34873_7#76,ERR6560233,ERR6560233,human,Thailand,2018,56,2,2,Narisara,Asia
34873_7#77,ERR6560234,ERR6560234,human,Thailand,2018,Novel,74,74,Narisara,Asia
34873_7#78,ERR6560235,ERR6560235,human,Thailand,2018,17,3,3,Narisara,Asia
34873_7#79,ERR6560236,ERR6560236,human,Thailand,2018,825,31,31,Narisara,Asia
34873_7#8,ERR6560166,ERR6560166,human,Thailand,2018,70,1,1,Narisara,Asia
34873_7#80,ERR6560237,ERR6560237,human,Thailand,2018,1786,3,3,Narisara,Asia
34873_7#81,ERR6560238,ERR6560238,human,Thailand,2018,15,12,12,Narisara,Asia
34873_7#82,ERR6560239,ERR6560239,human,Thailand,2018,208,10,10,Narisara,Asia
34873_7#83,ERR6560240,ERR6560240,human,Thailand,2018,17,3,3,Narisara,Asia
34873_7#84,ERR6560241,ERR6560241,human,Thailand,2018,174,7,7,Narisara,Asia
34873_7#85,ERR6560242,ERR6560242,human,Thailand,2018,174,7,7,Narisara,Asia
34873_7#86,ERR6560243,ERR6560243,human,Thailand,2018,208,10,10,Narisara,Asia
34873_7#87,ERR6560244,ERR6560244,human,Thailand,2018,208,10,10,Narisara,Asia
34873_7#88,ERR6560245,ERR6560245,human,Thailand,2018,Novel,2,2_2,Narisara,Asia
34873_7#89,ERR6560246,ERR6560246,human,Thailand,2018,499,8,8,Narisara,Asia
34873_7#9,ERR6560167,ERR6560167,human,Thailand,2018,228,73,73,Narisara,Asia
34873_7#90,ERR6560247,ERR6560247,human,Thailand,2018,70,1,1,Narisara,Asia
34873_7#91,ERR6560248,ERR6560248,human,Thailand,2018,1829,72,72,Narisara,Asia
34873_7#92,ERR6560249,ERR6560249,human,Thailand,2018,177,8,8,Narisara,Asia
34873_7#93,ERR6560250,ERR6560250,human,Thailand,2018,206,3,3,Narisara,Asia
34873_7#94,ERR6560251,ERR6560251,human,Thailand,2018,306,3,3,Narisara,Asia
34873_7#95,ERR6560252,ERR6560252,human,Thailand,2018,201,1,1,Narisara,Asia
34873_7#96,ERR6560253,ERR6560253,human,Thailand,2018,831,9,9,Narisara,Asia
34873_7#97,ERR6560254,ERR6560254,human,Thailand,2018,307,3,3,Narisara,Asia
34873_7#98,ERR6560255,ERR6560255,human,Thailand,2018,949,3,3,Narisara,Asia
34873_7#99,ERR6560256,ERR6560256,human,Thailand,2018,Novel,3,3,Narisara,Asia
34926_8#1,ERR6595746,ERR6595746,human,Thailand,2018,32,1,1,Narisara,Asia
34926_8#10,ERR6595755,ERR6595755,human,Thailand,2018,50,2,2,Narisara,Asia
34926_8#100,ERR6595845,ERR6595845,human,Thailand,2017,1351,5,5,Narisara,Asia
34926_8#101,ERR6595846,ERR6595846,human,Thailand,2018,206,3,3,Narisara,Asia
34926_8#102,ERR6595847,ERR6595847,human,Thailand,2017,307,3,3,Narisara,Asia
34926_8#103,ERR6595848,ERR6595848,human,Thailand,2018,1856,1,1,Narisara,Asia
34926_8#104,ERR6595849,ERR6595849,human,Thailand,2017,84,1,1,Narisara,Asia
34926_8#105,ERR6595850,ERR6595850,human,Thailand,2018,167,2,2_2,Narisara,Asia
34926_8#106,ERR6595851,ERR6595851,human,Thailand,2017,538,3,3,Narisara,Asia
34926_8#107,ERR6595852,ERR6595852,human,Thailand,2018,211,9,9,Narisara,Asia
34926_8#108,ERR6595853,ERR6595853,human,Thailand,2017,1808,108,108,Narisara,Asia
34926_8#109,ERR6595854,ERR6595854,human,Thailand,2018,Novel,7,7,Narisara,Asia
34926_8#11,ERR6595756,ERR6595756,human,Thailand,2016,174,7,7,Narisara,Asia
34926_8#110,ERR6595855,ERR6595855,human,Thailand,2017,70,1,1,Narisara,Asia
34926_8#111,ERR6595856,ERR6595856,human,Thailand,2018,54,6,6,Narisara,Asia
34926_8#112,ERR6595857,ERR6595857,human,Thailand,2017,93,53,53,Narisara,Asia
34926_8#113,ERR6595858,ERR6595858,human,Thailand,2018,10,3,3,Narisara,Asia
34926_8#114,ERR6595859,ERR6595859,human,Thailand,2017,206,3,3,Narisara,Asia
34926_8#115,ERR6595860,ERR6595860,human,Thailand,2018,56,2,2,Narisara,Asia
34926_8#116,ERR6595861,ERR6595861,human,Thailand,2017,167,2,2_2,Narisara,Asia
34926_8#117,ERR6595862,ERR6595862,human,Thailand,2018,512,1,1,Narisara,Asia
34926_8#118,ERR6595863,ERR6595863,human,Thailand,2017,52,4,4,Narisara,Asia
34926_8#119,ERR6595864,ERR6595864,human,Thailand,2018,1856,1,1,Narisara,Asia
34926_8#12,ERR6595757,ERR6595757,human,Thailand,2018,Novel,3,3,Narisara,Asia
34926_8#120,ERR6595865,ERR6595865,human,Thailand,2017,197,4,4,Narisara,Asia
34926_8#121,ERR6595866,ERR6595866,human,Thailand,2018,230,1,1,Narisara,Asia
34926_8#122,ERR6595867,ERR6595867,human,Thailand,2017,17,3,3,Narisara,Asia
34926_8#123,ERR6595868,ERR6595868,human,Thailand,2017,9,3,3,Narisara,Asia
34926_8#124,ERR6595869,ERR6595869,human,Thailand,2018,207,8,8,Narisara,Asia
34926_8#125,ERR6595870,ERR6595870,human,Thailand,2017,50,2,2,Narisara,Asia
34926_8#126,ERR6595871,ERR6595871,human,Thailand,2018,32,1,1,Narisara,Asia
34926_8#127,ERR6595872,ERR6595872,human,Thailand,2017,10,3,3,Narisara,Asia
34926_8#128,ERR6595873,ERR6595873,human,Thailand,2018,520,3,3,Narisara,Asia
34926_8#129,ERR6595874,ERR6595874,human,Thailand,2017,9,3,3,Narisara,Asia
34926_8#13,ERR6595758,ERR6595758,human,Thailand,2018,495,16,16,Narisara,Asia
34926_8#130,ERR6595875,ERR6595875,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#131,ERR6595876,ERR6595876,human,Thailand,2017,10,3,3,Narisara,Asia
34926_8#132,ERR6595877,ERR6595877,human,Thailand,2018,1534,16,16,Narisara,Asia
34926_8#133,ERR6595878,ERR6595878,human,Thailand,2017,23,3,3,Narisara,Asia
34926_8#134,ERR6595879,ERR6595879,human,Thailand,2018,832,48,48,Narisara,Asia
34926_8#135,ERR6595880,ERR6595880,human,Thailand,2017,70,1,1,Narisara,Asia
34926_8#136,ERR6595881,ERR6595881,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#137,ERR6595882,ERR6595882,human,Thailand,2017,306,3,3,Narisara,Asia
34926_8#138,ERR6595883,ERR6595883,human,Thailand,2017,10,3,3,Narisara,Asia
34926_8#139,ERR6595884,ERR6595884,human,Thailand,2017,520,3,3,Narisara,Asia
34926_8#14,ERR6595759,ERR6595759,human,Thailand,2016,167,2,2_2,Narisara,Asia
34926_8#140,ERR6595885,ERR6595885,human,Thailand,2017,70,1,1,Narisara,Asia
34926_8#141,ERR6595886,ERR6595886,human,Thailand,2017,70,1,1,Narisara,Asia
34926_8#142,ERR6595887,ERR6595887,human,Thailand,2017,46,2,2,Narisara,Asia
34926_8#143,ERR6595888,ERR6595888,human,Thailand,2017,539,8,8,Narisara,Asia
34926_8#144,ERR6595889,ERR6595889,human,Thailand,2017,34,4,4,Narisara,Asia
34926_8#145,ERR6595890,ERR6595890,human,Thailand,2017,70,1,1,Narisara,Asia
34926_8#146,ERR6595891,ERR6595891,human,Thailand,2017,307,3,3,Narisara,Asia
34926_8#147,ERR6595892,ERR6595892,human,Thailand,2017,197,4,4,Narisara,Asia
34926_8#148,ERR6595893,ERR6595893,human,Thailand,2017,163,3,3,Narisara,Asia
34926_8#149,ERR6595894,ERR6595894,human,Thailand,2017,174,7,7,Narisara,Asia
34926_8#15,ERR6595760,ERR6595760,human,Thailand,2018,34,4,4,Narisara,Asia
34926_8#150,ERR6595895,ERR6595895,human,Thailand,2017,950,8,8,Narisara,Asia
34926_8#151,ERR6595896,ERR6595896,human,Thailand,2017,498,12,12,Narisara,Asia
34926_8#152,ERR6595897,ERR6595897,human,Thailand,2017,526,3,3,Narisara,Asia
34926_8#153,ERR6595898,ERR6595898,human,Thailand,2017,174,7,7,Narisara,Asia
34926_8#154,ERR6595899,ERR6595899,human,Thailand,2017,70,1,1,Narisara,Asia
34926_8#155,ERR6595900,ERR6595900,human,Thailand,2017,1786,3,3,Narisara,Asia
34926_8#156,ERR6595901,ERR6595901,human,Thailand,2017,306,3,3,Narisara,Asia
34926_8#157,ERR6595902,ERR6595902,human,Thailand,2017,34,4,4,Narisara,Asia
34926_8#158,ERR6595903,ERR6595903,human,Thailand,2018,512,1,1,Narisara,Asia
34926_8#159,ERR6595904,ERR6595904,human,Thailand,2017,1786,3,3,Narisara,Asia
34926_8#16,ERR6595761,ERR6595761,human,Thailand,2017,70,1,1,Narisara,Asia
34926_8#160,ERR6595905,ERR6595905,human,Thailand,2018,56,2,2,Narisara,Asia
34926_8#161,ERR6595906,ERR6595906,human,Thailand,2017,1913,2,2,Narisara,Asia
34926_8#162,ERR6595907,ERR6595907,human,Thailand,2018,16,26,26,Narisara,Asia
34926_8#163,ERR6595908,ERR6595908,human,Thailand,2017,654,1,1,Narisara,Asia
34926_8#164,ERR6595909,ERR6595909,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#165,ERR6595910,ERR6595910,human,Thailand,2018,48,9,9,Narisara,Asia
34926_8#166,ERR6595911,ERR6595911,human,Thailand,2017,1913,2,2,Narisara,Asia
34926_8#167,ERR6595912,ERR6595912,human,Thailand,2018,54,6,6,Narisara,Asia
34926_8#168,ERR6595913,ERR6595913,human,Thailand,2017,78,3,3,Narisara,Asia
34926_8#169,ERR6595914,ERR6595914,human,Thailand,2018,288,7,7,Narisara,Asia
34926_8#17,ERR6595762,ERR6595762,human,Thailand,2018,520,3,3,Narisara,Asia
34926_8#170,ERR6595915,ERR6595915,human,Thailand,2017,176,2,2_2,Narisara,Asia
34926_8#171,ERR6595916,ERR6595916,human,Thailand,2018,205,30,30,Narisara,Asia
34926_8#172,ERR6595917,ERR6595917,human,Thailand,2017,70,1,1,Narisara,Asia
34926_8#173,ERR6595918,ERR6595918,human,Thailand,2018,10,3,3,Narisara,Asia
34926_8#174,ERR6595919,ERR6595919,human,Thailand,2017,99,2,2,Narisara,Asia
34926_8#175,ERR6595920,ERR6595920,human,Thailand,2018,219,23,23,Narisara,Asia
34926_8#176,ERR6595921,ERR6595921,human,Thailand,2017,70,1,1,Narisara,Asia
34926_8#177,ERR6595922,ERR6595922,human,Thailand,2018,10,3,3,Narisara,Asia
34926_8#178,ERR6595923,ERR6595923,human,Thailand,2017,520,3,3,Narisara,Asia
34926_8#179,ERR6595924,ERR6595924,human,Thailand,2017,Novel,23,23,Narisara,Asia
34926_8#18,ERR6595763,ERR6595763,human,Thailand,2017,485*,47,47,Narisara,Asia
34926_8#180,ERR6595925,ERR6595925,human,Thailand,2018,689,13,13,Narisara,Asia
34926_8#181,ERR6595926,ERR6595926,human,Thailand,2017,9*,3,3,Narisara,Asia
34926_8#182,ERR6595927,ERR6595927,human,Thailand,2018,411,8,8,Narisara,Asia
34926_8#183,ERR6595928,ERR6595928,human,Thailand,2017,10,3,3,Narisara,Asia
34926_8#184,ERR6595929,ERR6595929,human,Thailand,2018,492,3,3,Narisara,Asia
34926_8#185,ERR6595930,ERR6595930,human,Thailand,2017,520,3,3,Narisara,Asia
34926_8#186,ERR6595931,ERR6595931,human,Thailand,2018,17,3,3,Narisara,Asia
34926_8#187,ERR6595932,ERR6595932,human,Thailand,2017,1814,29,29,Narisara,Asia
34926_8#188,ERR6595933,ERR6595933,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#189,ERR6595934,ERR6595934,human,Thailand,2017,205,30,30,Narisara,Asia
34926_8#19,ERR6595764,ERR6595764,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#190,ERR6595935,ERR6595935,human,Thailand,2018,167,2,2_2,Narisara,Asia
34926_8#191,ERR6595936,ERR6595936,human,Thailand,2018,23,3,3,Narisara,Asia
34926_8#192,ERR6595937,ERR6595937,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#2,ERR6595747,ERR6595747,human,Thailand,2018,492,3,3,Narisara,Asia
34926_8#20,ERR6595765,ERR6595765,human,Thailand,2017,1777,11,11,Narisara,Asia
34926_8#21,ERR6595766,ERR6595766,human,Thailand,2018,34,4,4,Narisara,Asia
34926_8#22,ERR6595767,ERR6595767,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#23,ERR6595768,ERR6595768,human,Thailand,2018,10,3,3,Narisara,Asia
34926_8#24,ERR6595769,ERR6595769,human,Thailand,2018,47,20,20,Narisara,Asia
34926_8#25,ERR6595770,ERR6595770,human,Thailand,2018,47,20,20,Narisara,Asia
34926_8#26,ERR6595771,ERR6595771,human,Thailand,2018,512,1,1,Narisara,Asia
34926_8#27,ERR6595772,ERR6595772,human,Thailand,2018,50,2,2,Narisara,Asia
34926_8#28,ERR6595773,ERR6595773,human,Thailand,2018,1814,20,20,Narisara,Asia
34926_8#29,ERR6595774,ERR6595774,human,Thailand,2018,Novel,1,1,Narisara,Asia
34926_8#3,ERR6595748,ERR6595748,human,Thailand,2015,872,9,9,Narisara,Asia
34926_8#30,ERR6595775,ERR6595775,human,Thailand,2018,538,3,3,Narisara,Asia
34926_8#31,ERR6595776,ERR6595776,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#32,ERR6595777,ERR6595777,human,Thailand,2018,485,47,47,Narisara,Asia
34926_8#33,ERR6595778,ERR6595778,human,Thailand,2018,1115,174,174,Narisara,Asia
34926_8#34,ERR6595779,ERR6595779,human,Thailand,2018,48,9,9,Narisara,Asia
34926_8#35,ERR6595780,ERR6595780,human,Thailand,2018,689,13,13,Narisara,Asia
34926_8#36,ERR6595781,ERR6595781,human,Thailand,2018,56,2,2,Narisara,Asia
34926_8#37,ERR6595782,ERR6595782,human,Thailand,2018,538,3,3,Narisara,Asia
34926_8#38,ERR6595783,ERR6595783,human,Thailand,2018,56,2,2,Narisara,Asia
34926_8#39,ERR6595784,ERR6595784,human,Thailand,2018,9,3,3,Narisara,Asia
34926_8#4,ERR6595749,ERR6595749,human,Thailand,2018,54,6,6,Narisara,Asia
34926_8#40,ERR6595785,ERR6595785,human,Thailand,2018,874,41,41,Narisara,Asia
34926_8#41,ERR6595786,ERR6595786,human,Thailand,2018,1364,114,114,Narisara,Asia
34926_8#42,ERR6595787,ERR6595787,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#43,ERR6595788,ERR6595788,human,Thailand,2018,538,3,3,Narisara,Asia
34926_8#44,ERR6595789,ERR6595789,human,Thailand,2018,154,3,3,Narisara,Asia
34926_8#45,ERR6595790,ERR6595790,human,Thailand,2018,176,2,2,Narisara,Asia
34926_8#46,ERR6595791,ERR6595791,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#47,ERR6595792,ERR6595792,human,Thailand,2018,950,8,8,Narisara,Asia
34926_8#48,ERR6595793,ERR6595793,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#49,ERR6595794,ERR6595794,human,Thailand,2018,70*,1,1,Narisara,Asia
34926_8#5,ERR6595750,ERR6595750,human,Thailand,2015,884,41,41,Narisara,Asia
34926_8#50,ERR6595795,ERR6595795,human,Thailand,2018,208,10,10,Narisara,Asia
34926_8#51,ERR6595796,ERR6595796,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#52,ERR6595797,ERR6595797,human,Thailand,2018,538,3,3,Narisara,Asia
34926_8#53,ERR6595798,ERR6595798,human,Thailand,2018,10,3,3,Narisara,Asia
34926_8#54,ERR6595799,ERR6595799,human,Thailand,2018,306,3,3,Narisara,Asia
34926_8#55,ERR6595800,ERR6595800,human,Thailand,2018,208,10,10,Narisara,Asia
34926_8#56,ERR6595801,ERR6595801,human,Thailand,2018,Novel,1,1,Narisara,Asia
34926_8#57,ERR6595802,ERR6595802,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#58,ERR6595803,ERR6595803,human,Thailand,2018,48,9,9,Narisara,Asia
34926_8#59,ERR6595804,ERR6595804,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#6,ERR6595751,ERR6595751,human,Thailand,2018,32,1,1,Narisara,Asia
34926_8#60,ERR6595805,ERR6595805,human,Thailand,2018,56,2,2,Narisara,Asia
34926_8#61,ERR6595806,ERR6595806,human,Thailand,2018,50,2,2,Narisara,Asia
34926_8#62,ERR6595807,ERR6595807,human,Thailand,2018,16,26,26,Narisara,Asia
34926_8#63,ERR6595808,ERR6595808,human,Thailand,2018,538,3,3,Narisara,Asia
34926_8#64,ERR6595809,ERR6595809,human,Thailand,2018,874,41,41,Narisara,Asia
34926_8#65,ERR6595810,ERR6595810,human,Thailand,2018,174,7,7,Narisara,Asia
34926_8#66,ERR6595811,ERR6595811,human,Thailand,2018,306,3,3,Narisara,Asia
34926_8#67,ERR6595812,ERR6595812,human,Thailand,2018,54,6,6,Narisara,Asia
34926_8#68,ERR6595813,ERR6595813,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#69,ERR6595814,ERR6595814,human,Thailand,2018,167,2,2_2,Narisara,Asia
34926_8#7,ERR6595752,ERR6595752,human,Thailand,2015,874,41,41,Narisara,Asia
34926_8#70,ERR6595815,ERR6595815,human,Thailand,2018,47,20,20,Narisara,Asia
34926_8#71,ERR6595816,ERR6595816,human,Thailand,2018,538,3,3,Narisara,Asia
34926_8#72,ERR6595817,ERR6595817,human,Thailand,2018,538,3,3,Narisara,Asia
34926_8#73,ERR6595818,ERR6595818,human,Thailand,2018,197,4,4,Narisara,Asia
34926_8#74,ERR6595819,ERR6595819,human,Thailand,2018,884,41,41,Narisara,Asia
34926_8#75,ERR6595820,ERR6595820,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#76,ERR6595821,ERR6595821,human,Thailand,2018,48,2,2,Narisara,Asia
34926_8#77,ERR6595822,ERR6595822,human,Thailand,2018,34,4,4,Narisara,Asia
34926_8#78,ERR6595823,ERR6595823,human,Thailand,2018,34,4,4,Narisara,Asia
34926_8#79,ERR6595824,ERR6595824,human,Thailand,2018,1853,86,86,Narisara,Asia
34926_8#8,ERR6595753,ERR6595753,human,Thailand,2018,288,7,7,Narisara,Asia
34926_8#80,ERR6595825,ERR6595825,human,Thailand,2018,48,2,2,Narisara,Asia
34926_8#81,ERR6595826,ERR6595826,human,Thailand,2018,Novel,8,8,Narisara,Asia
34926_8#82,ERR6595827,ERR6595827,human,Thailand,2018,539,8,8,Narisara,Asia
34926_8#83,ERR6595828,ERR6595828,human,Thailand,2017,657,8,8,Narisara,Asia
34926_8#84,ERR6595829,ERR6595829,human,Thailand,2018,1814,106,106,Narisara,Asia
34926_8#85,ERR6595830,ERR6595830,human,Thailand,2017,15,12,12,Narisara,Asia
34926_8#86,ERR6595831,ERR6595831,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#87,ERR6595832,ERR6595832,human,Thailand,2017,208,10,10,Narisara,Asia
34926_8#88,ERR6595833,ERR6595833,human,Thailand,2018,520,3,3,Narisara,Asia
34926_8#89,ERR6595834,ERR6595834,human,Thailand,2017,538,3,3,Narisara,Asia
34926_8#9,ERR6595754,ERR6595754,human,Thailand,2015,486,2,2,Narisara,Asia
34926_8#90,ERR6595835,ERR6595835,human,Thailand,2018,23,3,3,Narisara,Asia
34926_8#91,ERR6595836,ERR6595836,human,Thailand,2017,10,3,3,Narisara,Asia
34926_8#92,ERR6595837,ERR6595837,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#93,ERR6595838,ERR6595838,human,Thailand,2017,10,3,3,Narisara,Asia
34926_8#94,ERR6595839,ERR6595839,human,Thailand,2018,208,10,10,Narisara,Asia
34926_8#95,ERR6595840,ERR6595840,human,Thailand,2017,10,3,3,Narisara,Asia
34926_8#96,ERR6595841,ERR6595841,human,Thailand,2018,163,58,58,Narisara,Asia
34926_8#97,ERR6595842,ERR6595842,human,Thailand,2018,70,1,1,Narisara,Asia
34926_8#98,ERR6595843,ERR6595843,human,Thailand,2017,70,1,1,Narisara,Asia
34926_8#99,ERR6595844,ERR6595844,human,Thailand,2018,Novel,1,1,Narisara,Asia
34956_7#1,ERR6717898,ERR6717898,human,Thailand,2016,10,3,3,Narisara,Asia
34956_7#10,ERR6717907,ERR6717907,human,Thailand,2017,34,4,4,Narisara,Asia
34956_7#100,ERR6717997,ERR6717997,human,Thailand,2017,23,3,3,Susie,Asia
34956_7#101,ERR6717998,ERR6717998,human,Thailand,2018,23,3,3,Narisara,Asia
34956_7#102,ERR6717999,ERR6717999,human,Thailand,2017,203,5,5,Susie,Asia
34956_7#103,ERR6718000,ERR6718000,human,Thailand,2018,23,3,3,Narisara,Asia
